timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
23:05.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
23:15.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
23:26.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
23:36.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
23:47.1,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
23:57.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
24:07.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
24:18.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
24:28.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
24:39.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
24:49.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
24:59.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
25:10.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
25:20.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
25:30.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
25:41.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
25:51.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
26:02.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,49,28,High
26:12.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
26:23.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,58,42,Moderate
26:33.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
26:43.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
26:54.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
27:04.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
27:15.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
27:25.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
27:36.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
27:46.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
27:57.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
28:07.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
28:18.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
28:29.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
28:40.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
28:50.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
29:01.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
29:12.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
29:22.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
29:32.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
29:43.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
29:54.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
30:04.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
30:15.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
30:25.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
30:35.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
30:46.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
30:57.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
31:08.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
31:18.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
31:29.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,49,28,High
31:39.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
31:50.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,49,28,High
32:01.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
32:11.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
32:22.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
32:33.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
32:44.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
33:03.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,53,36,Moderate
33:14.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
33:24.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.4,52,36,Moderate
33:34.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
33:45.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
33:55.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
34:06.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
34:16.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
34:27.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
34:37.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
34:48.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
34:58.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
35:08.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
35:19.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
35:29.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
35:40.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
35:50.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
36:00.9,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
36:11.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
36:22.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
36:33.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
36:43.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
36:54.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
37:05.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
37:15.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
37:26.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
37:36.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
37:47.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
37:58.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
38:08.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
38:19.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
38:29.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
38:40.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
38:52.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
39:03.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
39:13.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
39:24.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,49,28,High
39:35.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
39:46.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
39:56.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
40:07.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
40:18.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
40:28.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
40:38.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
40:49.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
41:00.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
41:10.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
41:21.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
41:32.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
41:42.8,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
41:53.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
42:04.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
42:14.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
42:25.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
42:35.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
42:46.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
42:57.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
43:07.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,49,28,High
43:18.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
43:28.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
43:39.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
43:49.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
44:00.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
44:10.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
44:21.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
44:31.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
44:42.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
44:52.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
45:02.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
45:13.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
45:24.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
45:34.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
45:45.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
45:55.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
46:06.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
46:16.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
46:26.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
46:37.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
46:47.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
46:58.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
47:08.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
47:19.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
47:29.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
47:40.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
47:50.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
48:01.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
48:11.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
48:22.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
48:32.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
48:43.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
48:53.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
49:04.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
49:14.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
49:25.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
49:35.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
49:46.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
49:56.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
50:07.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
50:17.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
50:27.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
50:38.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
50:48.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
50:59.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
51:09.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:19.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
51:30.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
51:40.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
51:51.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
52:01.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
52:12.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
52:22.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
52:33.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
52:44.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
52:54.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
53:05.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
53:15.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
53:26.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
53:36.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
53:47.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
53:57.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
54:08.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
54:18.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
54:29.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
54:39.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
54:49.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
55:00.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
55:10.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
55:21.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.7,43,43,Low
55:32.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
55:42.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
55:52.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
56:03.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
56:14.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
56:25.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
56:36.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
56:47.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
56:59.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,36,25,Moderate
57:10.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
57:20.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
57:31.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
57:42.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
57:56.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
58:07.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.7,43,43,Low
58:18.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
58:30.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
58:41.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
58:52.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,29,19,High
59:04.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
59:16.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
59:27.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
24:03.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
24:14.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
24:24.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
24:35.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
24:46.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
24:57.1,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
25:07.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
25:18.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,58,42,Moderate
25:29.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
25:40.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
25:50.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
26:01.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
26:11.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
26:22.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
26:33.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
26:43.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
26:54.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
27:05.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,58,42,Moderate
27:15.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,46,28,High
27:26.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
27:37.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
27:47.8,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
27:58.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
28:08.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
28:19.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
28:30.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
28:40.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
28:51.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
29:01.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,46,28,High
29:12.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
29:23.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,46,28,High
29:34.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,58,42,Moderate
29:45.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
29:56.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,58,42,Moderate
30:07.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
30:17.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
30:28.1,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
30:38.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
30:49.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
31:00.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
31:10.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
31:21.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
31:31.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
31:42.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
31:52.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
32:03.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
32:14.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
32:25.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
32:35.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
32:46.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
32:56.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
33:07.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
33:18.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
33:28.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
33:38.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
33:49.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
33:59.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
34:10.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
34:20.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
34:31.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
34:41.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
34:52.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
35:02.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
35:12.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
35:23.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
35:33.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
35:44.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
35:54.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
36:05.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
